Electricity consumption(MW),Electricity production(MW),Electricity consumption player(MW),Electricity consumption Industrial Zones(MW),Electricity consumption Commercial Zones (MW),Electricity consumption Residential Zones(MW),Electricity consumption Office Zones(MW),Temperature(°C)
169,85,17.616,51.232,4,94.016,2.88,17.81508
172,85,17.776,52.512,3.936,95.296,2.928,17.40354
172,85,18.016,50.912,4.112,96.352,2.848,17.01238
174,85,18.08,52.784,4.096,96.88,2.864,16.64001
177,85,18.256,51.936,4.32,99.76,2.928,16.28625
178,85,18.304,52.016,4.272,100.432,3.024,15.95588
178,85,18.512,51.12,4.304,101.6,3.008,15.64354
177,85,18.592,48.624,4.512,102.704,3.088,15.34316
178,85,18.656,49.12,4.608,102.576,3.088,15.06112
182,85,18.752,50.8,4.768,104.88,3.088,14.79432
184,85,18.88,51.728,4.896,105.424,3.072,14.54236
185,85,18.912,52.864,4.88,105.968,3.184,14.30288
186,85,18.944,52.208,5.088,107.536,3.2,14.07593
191,85,19.024,55.408,5.328,108.48,3.184,13.86066
189,85,19.104,53.072,5.184,108.544,3.264,13.65706
191,85,19.168,54.192,5.344,109.104,3.312,13.46462
191,85,19.232,54.304,5.264,109.696,3.28,13.28209
192,85,19.232,54.064,5.44,109.984,3.36,13.10959
189,85,19.344,51.376,5.568,110.24,3.312,12.94667
191,85,19.424,52.144,5.664,110.816,3.248,12.79143
194,85,19.424,54.72,5.776,111.056,3.36,12.64501
195,85,19.52,54.56,5.856,111.664,3.424,12.50696
192,85,19.456,52.56,5.872,111.216,3.376,12.3746
195,85,19.536,54.368,5.984,112.048,3.424,12.25032
193,85,19.6,51.6,5.824,112.96,3.472,12.13453
194,85,19.68,52.144,5.952,112.832,3.456,12.02121
194,85,19.584,52.912,5.984,112.832,3.328,11.91578
195,85,19.648,53.376,6.016,112.96,3.456,11.81606
195,85,19.76,52.56,5.824,113.744,3.456,11.72129
196,85,19.776,53.76,6.192,113.568,3.472,11.63228
197,85,19.76,54.032,6.224,114.16,3.408,11.54714
185,72,19.696,42.4,6.096,114.208,3.568,11.46691
189,72,19.776,45.584,6.352,114.432,3.536,11.39058
188,72,19.664,44.384,6.304,114.976,3.552,11.31903
185,72,19.728,40.592,6.448,114.992,3.472,11.25034
185,72,19.776,41.12,6.416,114.608,3.552,11.18631
187,72,19.84,42.08,6.672,115.344,3.424,11.12497
185,72,19.696,40.32,6.384,115.184,3.456,11.06704
186,72,19.856,41.392,6.704,115.488,3.552,11.01179
188,72,19.84,43.328,6.4,115.456,3.552,10.95998
187,72,19.872,41.984,6.816,115.312,3.552,10.91108
188,72,19.872,42.48,6.608,115.776,3.504,10.86432
187,72,19.856,42.72,6.352,115.456,3.568,10.8204
190,72,19.936,44.768,6.16,115.872,3.568,10.77867
189,72,19.952,43.424,6.672,115.728,3.6,10.73947
189,72,19.872,43.952,6.56,115.344,3.536,10.70178
191,72,19.984,44.88,6.896,116.128,3.472,10.66655
190,72,19.92,44.4,6.672,116.016,3.424,10.63288
190,72,20,44.304,6.864,115.92,3.616,10.60122
188,72,19.952,42.464,6.88,116.08,3.536,10.5711
189,72,20.048,42.944,6.896,116.272,3.632,10.54267
186,72,19.968,39.872,6.656,116.528,3.568,10.51574
189,72,20.064,43.52,6.832,115.776,3.52,10.49028
189,72,19.904,43.184,6.816,115.968,3.616,10.46597
189,72,19.984,42.896,6.704,116.08,3.488,10.44329
193,72,20.08,46.128,7.152,117.008,3.568,10.42144
192,72,20.064,44.816,7.12,117.008,3.568,10.4012
189,72,20.064,42.32,6.992,116.544,3.6,10.38156
190,72,20.032,43.12,7.088,116.704,3.536,10.36326
189,72,20.048,42.4,6.8,116.784,3.552,10.3459
189,72,20.048,42.72,6.912,116.032,3.6,10.3293
188,72,20.064,41.088,7.024,116.8,3.536,10.31369
191,72,20.112,44.08,6.736,117.248,3.648,10.29902
190,72,20.128,43.552,7.12,116.416,3.6,10.28504
192,72,20.032,45.968,6.736,116.48,3.68,10.27164
192,72,20.08,45.168,6.848,116.336,3.616,10.25927
194,72,20.016,46.688,7.072,116.88,3.504,10.24736
193,72,20.064,45.76,6.8,116.944,3.648,10.23587
195,72,20.096,48.624,6.688,116.672,3.536,10.22548
197,72,20.08,49.2,6.928,117.296,3.584,10.21526
195,72,20.112,47.808,6.784,117.136,3.632,10.20595
218,85,20.192,71.44,6.992,116.64,3.664,10.19664
217,85,20.24,69.312,6.8,117.312,3.44,10.18834
216,85,20.24,68.24,6.992,117.232,3.536,10.17999
215,85,20.288,66.832,6.976,117.44,3.536,10.17259
213,85,20.192,65.52,7.152,117.568,3.552,10.16527
215,85,20.304,67.344,7.104,117.136,3.584,10.15822
218,85,20.272,70.48,7.008,117.136,3.472,10.15195
218,85,20.176,70.416,7.024,117.728,3.6,10.14567
217,85,20.304,69.296,7.168,117.12,3.696,10.13965
214,85,20.112,69.152,6.528,115.664,3.52,10.84527
212,85,19.76,68.784,6.512,113.696,3.648,11.56621
209,85,19.648,68.208,5.712,112.256,3.36,12.26076
203,85,19.456,64.832,5.648,110.592,3.36,12.91572
200,85,19.168,63.248,5.376,109.104,3.28,13.52413
194,85,18.992,60.288,4.912,107.488,3.248,14.10843
193,85,18.8,60.768,4.944,105.76,3.248,14.66312
190,85,18.608,60.464,4.528,103.712,3.168,15.18497
186,85,18.464,58.432,4.752,101.44,2.928,15.68181
181,85,18.304,56.512,4.24,99.808,2.976,16.15343
180,85,18.176,56.848,4.272,98.096,2.896,16.59593
176,85,18.032,54.784,4.016,96.304,2.912,17.01423
177,85,17.936,57.488,3.936,95.088,2.832,17.41393
173,85,17.824,54.4,4.032,94.08,2.832,17.79236
169,85,17.664,52.624,3.824,92.272,2.832,18.14805
167,85,17.472,51.744,3.792,91.744,2.8,18.2682
166,85,17.632,50.112,3.696,92.256,2.72,17.92113
169,85,17.808,50.736,3.84,94.032,2.832,17.5898
171,85,17.92,50.992,4,95.76,2.928,17.27503
173,85,18,52.944,3.984,96.16,2.832,17.02016
173,85,17.984,52.544,4.096,95.856,2.96,17.10916
171,85,18.048,50.528,3.872,95.952,2.848,17.19255
169,85,18.016,49.136,4.176,95.776,2.832,17.27284
167,85,17.92,47.872,3.92,95.136,2.816,17.34732
168,85,17.856,49.296,3.968,95.008,2.848,17.41923
169,85,17.872,50,3.92,95.104,2.768,17.48656
167,85,17.888,48.608,3.872,93.984,2.768,17.55054
168,85,17.76,50.08,3.792,94.416,2.912,17.61065
170,85,17.792,52.192,3.904,94.112,2.752,17.66842
170,85,17.824,52.976,3.84,93.44,2.784,17.72229
173,85,17.776,54.672,3.952,93.984,2.752,17.77395
172,85,17.76,54.448,3.936,93.28,2.864,17.82248
171,85,17.744,53.184,3.984,93.584,2.752,17.86868
171,85,17.68,53.84,3.968,93.248,2.736,17.91218
169,85,17.616,52.224,4,92.624,2.848,17.95361
168,85,17.664,50.912,3.856,92.864,2.816,17.99269
167,85,17.584,50.464,3.808,93.232,2.736,18.02985
169,85,17.632,51.504,3.744,93.44,2.816,18.06502
168,85,17.632,52.096,3.856,92.288,2.736,18.09792
168,85,17.568,52.32,3.68,92.496,2.72,18.12929
170,85,17.664,53.584,3.776,92.96,2.768,18.15893
172,85,17.632,56.08,3.744,91.984,2.752,18.18714
170,85,17.584,54,3.76,91.888,2.768,18.21424
169,85,17.504,52.864,3.952,92.096,2.8,18.23935
169,85,17.472,53.888,3.68,91.696,2.752,18.26322
169,85,17.52,53.44,3.84,91.76,2.864,18.28613
166,85,17.6,50.992,3.84,91.44,2.704,18.30712
167,85,17.52,52.144,3.776,91.392,2.704,18.32788
167,85,17.52,52.112,3.824,91.456,2.736,18.34659
168,85,17.456,53.056,3.824,91.072,2.752,18.36529
167,85,17.488,52.08,3.776,91.152,2.752,18.38202
166,85,17.44,51.184,3.888,91.328,2.72,18.39863
163,85,17.504,49.136,3.632,90.976,2.704,18.41385
163,85,17.536,48.016,3.872,91.36,2.672,18.42848
163,85,17.52,48.768,3.68,90.688,2.672,18.44284
163,85,17.504,48.896,3.68,90.544,2.752,18.45526
165,85,17.504,50.928,3.744,90.816,2.656,18.46775
165,85,17.488,50.336,3.808,90.704,2.672,18.48019
164,85,17.472,49.536,3.76,90.8,2.72,18.49062
163,85,17.584,49.024,3.696,90.352,2.64,18.50106
163,85,17.408,48.928,3.76,90.672,2.704,18.51147
163,85,17.44,48.08,3.872,90.928,2.704,18.52102
163,85,17.504,48.672,3.808,90.48,2.656,18.52938
163,85,17.456,48.56,3.696,91.12,2.656,18.53773
164,85,17.6,49.28,3.712,91.136,2.72,18.5461
162,85,17.376,47.104,3.648,91.248,2.656,18.55437
161,85,17.552,46.432,3.712,90.832,2.704,18.56106
160,85,17.376,45.696,3.616,90.736,2.688,18.56734
161,85,17.424,47.136,3.6,90.336,2.672,18.57355
161,85,17.408,46.864,3.696,90.432,2.64,18.47676
166,85,17.584,49.152,3.808,92.768,2.72,17.86172
154,72,17.808,35.296,4.016,94.176,2.848,17.28682
156,72,18,34.832,4.24,96.384,2.8,16.73988
159,72,18.08,35.936,4.416,98.048,2.848,16.22342
161,72,18.256,35.84,4.304,100.512,3.056,15.73475
165,72,18.416,37.12,4.8,102.304,3.008,15.26741
167,72,18.592,38.4,4.64,103.184,3.024,14.83093
171,72,18.672,39.856,4.96,104.88,3.152,14.41117
176,72,18.832,43.264,5.248,106.288,3.184,14.01775
178,72,18.992,43.024,5.344,107.728,3.248,13.64554
181,72,19.104,44.672,5.392,108.608,3.28,13.29085
181,72,19.184,44.096,5.504,109.52,3.232,12.95715
182,72,19.264,44.368,5.936,110.016,3.376,12.63833
182,72,19.36,42.736,6.048,110.832,3.312,12.34162
185,72,19.44,45.504,6,111.312,3.504,12.05519
185,72,19.568,44.144,6.208,111.936,3.424,11.78531
185,72,19.584,43.616,6.016,112.448,3.392,11.53186
187,72,19.744,45.136,6.224,112.672,3.376,11.2916
189,72,19.776,46.352,6.32,113.728,3.472,11.06142
190,72,19.824,46.304,6.56,114.56,3.552,10.84665
192,72,19.856,47.424,6.832,114.576,3.632,10.64212
190,72,20.016,44.944,6.768,115.568,3.536,10.44759
191,72,20,44.304,7.264,116.288,3.552,10.26473
192,72,20.096,45.68,7.152,116.384,3.616,10.08941
193,72,20.128,46.416,6.944,116.448,3.536,9.925816
195,72,20.208,47.408,7.36,117.04,3.632,9.770031
195,72,20.256,46.208,7.408,117.728,3.664,9.621885
196,72,20.288,47.36,7.408,117.552,3.712,9.481256
196,72,20.432,46.256,7.584,118.384,3.68,9.350039
198,72,20.352,48.016,7.408,118.576,3.68,9.224429
196,72,20.448,46,7.36,118.56,3.648,9.106658
198,72,20.512,46.72,7.76,119.52,3.808,8.993914
198,72,20.56,47.28,7.568,119.584,3.696,8.887558
198,72,20.512,47.232,7.808,119.36,3.792,8.787498
199,72,20.56,47.568,7.92,119.84,3.744,8.691616
200,72,20.64,47.824,7.888,120.864,3.712,8.601496
203,72,20.64,50,8.176,120.416,3.776,8.516705
201,72,20.592,49.104,8.176,120.336,3.728,8.589975
201,72,20.624,48.864,8.032,120.704,3.632,8.662673
203,72,20.592,51.28,7.936,120.336,3.744,8.731042
203,72,20.528,51.92,7.632,119.904,3.744,8.795537
223,85,20.704,71.728,8.096,119.664,3.776,8.857432
223,85,20.656,71.776,8.16,119.552,3.632,8.915437
225,85,20.624,75.04,7.44,118.848,3.808,8.970731
221,85,20.576,70.464,7.536,119.12,3.712,9.022432
221,85,20.64,71.152,7.6,118.848,3.664,9.072038
223,85,20.512,72.576,7.536,118.72,3.728,9.118688
223,85,20.56,72.208,7.984,118.912,3.712,9.163017
223,85,20.592,72.256,7.552,118.8,3.824,9.205104
223,85,20.56,73.52,7.408,118.336,3.712,9.244539
221,85,20.432,71.44,7.376,119.008,3.648,9.282332
223,85,20.496,73.856,7.312,118.336,3.712,9.317677
221,85,20.528,71.488,7.616,118.208,3.744,9.351703
218,85,20.448,68.288,7.6,118.288,3.68,9.383374
217,85,20.464,67.136,7.536,118.384,3.744,9.413647
217,85,20.576,67.952,7.28,117.744,3.744,9.442159
213,85,20.4,65.28,7.216,117.296,3.632,9.469473
213,85,20.528,65.072,7.36,117.104,3.504,9.494987
212,85,20.432,63.312,7.408,117.552,3.6,9.519375
212,85,20.432,63.376,7.344,117.904,3.552,9.542499
209,85,20.432,60.848,7.184,116.992,3.696,9.564154
211,85,20.368,62.752,7.184,117.312,3.616,9.584758
209,85,20.368,61.536,6.928,117.328,3.648,9.604143
206,85,20.416,58.336,7.04,116.752,3.664,9.622713
204,85,20.368,56.224,7.296,116.624,3.744,9.640176
202,85,20.464,54.688,7.12,116.64,3.664,9.656856
201,85,20.4,54.16,7.12,116.48,3.6,9.67242
200,85,20.448,53.232,7.088,116.528,3.616,9.687258
201,85,20.4,53.76,7.312,116.752,3.616,9.701443
200,85,20.384,52.704,7.248,116.992,3.616,9.714764
202,85,20.256,55.312,7.104,116.064,3.52,10.12943
197,85,20.112,52.464,6.608,114.592,3.616,10.71277
196,85,19.904,53.696,6.32,112.896,3.552,11.27526
195,85,19.648,54.624,6,111.488,3.536,11.8019
190,85,19.584,51.28,5.92,110.288,3.408,12.29701
190,85,19.472,52.384,5.504,109.616,3.44,12.77273
190,85,19.216,54.272,5.488,107.84,3.264,13.21662
187,85,19.168,52.24,5.216,107.296,3.232,13.64124
186,85,19.024,53.056,5.328,106.192,3.248,14.04109
185,85,18.896,53.792,4.848,104.8,3.152,14.42348
182,85,18.816,52.848,4.864,102.864,3.12,14.78251
181,85,18.704,53.488,4.736,101.824,3.072,15.1231
179,85,18.576,52.8,4.624,100.496,3.056,15.44528
182,85,18.464,55.824,4.544,100.304,3.04,15.75224
180,85,18.32,56.384,4.352,98.896,2.88,16.03893
179,85,18.272,56.896,4.32,97.392,3.008,16.3127
179,85,18.16,56.432,4.24,97.344,2.928,16.57051
175,85,18.048,54.048,3.968,96.544,2.912,16.81756
175,85,18.048,55.728,4,95.088,2.784,17.05073
173,85,17.984,54.992,3.888,94.128,2.832,17.2689
172,85,17.84,54.288,3.84,93.44,2.848,17.47613
169,85,17.76,52.672,3.904,92.352,2.768,17.67467
165,85,17.728,49.408,3.84,92.16,2.72,17.86127
166,85,17.632,50.448,3.744,91.664,2.672,18.03815
167,85,17.488,52.288,3.856,91.2,2.768,18.20598
166,85,17.584,51.76,3.808,90.256,2.72,18.3625
166,85,17.456,52.72,3.872,89.872,2.736,18.51255
164,85,17.328,51.472,3.744,89.712,2.704,18.65579
165,85,17.056,52.704,3.712,89.6,2.656,18.79107
166,85,17.04,53.712,3.712,88.88,2.672,18.91805
162,85,16.928,51.056,3.632,88.432,2.752,19.03769
163,85,17.248,51.856,3.68,87.872,2.624,19.15267
159,85,16.88,48.992,3.536,87.792,2.608,19.26068
156,85,16.512,46.512,3.52,87.648,2.64,19.3622
156,85,16.56,46.224,3.536,87.776,2.624,19.45931
155,85,16.672,45.088,3.584,87.408,2.656,19.55096
154,85,16.048,44.56,3.52,87.296,2.608,19.63832
151,85,15.584,42.592,3.536,86.832,2.624,19.72072
153,85,15.568,44.816,3.472,86.864,2.592,19.79871
156,85,16.672,45.408,3.52,87.84,2.64,19.21319
160,85,17.296,46.928,3.792,89.408,2.704,18.58026
160,85,17.648,45.648,3.936,90.768,2.704,17.97923
163,85,17.84,46.128,3.856,93.008,2.8,17.40706
166,85,17.968,46.448,4.288,94.624,2.848,16.86687
171,85,18.192,49.232,4.272,96.608,2.848,16.3577
174,85,18.32,50.64,4.24,98.336,3.072,15.87381
180,85,18.528,53.392,4.672,100.528,2.928,15.41769
182,85,18.624,54.304,4.736,101.456,3.056,14.98108
182,85,18.816,52.608,4.832,102.72,3.088,14.57368
183,85,18.864,52.656,4.912,104.144,3.168,14.18294
186,85,19.088,53.616,5.12,105.824,3.2,13.81668
174,72,19.008,40.352,5.248,106.832,3.248,13.4676
176,72,19.168,40.48,5.424,107.728,3.296,13.14006
177,72,19.232,40.832,5.536,108.464,3.312,12.82507
178,72,19.36,41.2,5.888,108.848,3.28,12.53037
184,72,19.36,46.16,5.952,109.456,3.344,12.24953
185,72,19.536,45.568,5.936,110.752,3.408,11.98531
187,72,19.568,47.536,6.336,110.384,3.44,11.73305
186,72,19.632,45.344,6.24,111.456,3.488,11.49364
188,72,19.68,46.688,6.432,111.904,3.424,11.27104
190,72,19.792,47.632,6.272,112.928,3.472,11.0573
189,72,19.872,46.24,6.528,113.36,3.424,10.85457
190,72,19.936,46.576,6.464,113.888,3.52,10.66319
192,72,19.968,47.712,6.816,114.608,3.488,10.48265
192,72,20.112,47.824,7.2,114.24,3.536,10.3106
195,72,20.08,50.16,6.912,114.352,3.52,10.14902
198,72,20.128,51.792,7.072,115.424,3.632,9.996701
194,72,20.192,48.256,7.232,115.584,3.568,9.851254
195,72,20.288,48.352,7.152,116.256,3.584,9.712901
194,72,20.272,47.472,6.896,116.656,3.648,9.58311
194,72,20.336,46.464,7.504,116.224,3.68,9.459618
197,72,20.368,48.112,7.504,117.36,3.664,9.342288
195,72,20.368,47.456,7.296,116.976,3.552,9.231984
198,72,20.464,49.392,7.44,117.984,3.648,9.125866
197,72,20.464,47.6,7.536,118.416,3.712,9.026848
197,72,20.512,47.808,7.76,117.936,3.728,8.932759
200,72,20.544,50.288,7.824,118.512,3.632,8.844237
200,72,20.592,48.768,7.856,119.136,3.664,8.759403
200,72,20.592,49.744,7.824,118.736,3.712,8.680528
198,72,20.608,47.552,7.808,119.2,3.696,8.604331
197,72,20.592,45.68,8.16,119.472,3.696,8.533521
197,72,20.656,45.744,8.16,119.616,3.712,8.465508
200,72,20.736,48.576,8.08,119.424,3.76,8.401762
198,72,20.688,46.624,8.112,119.376,3.728,8.340988
199,72,20.688,46.224,8.032,120.512,3.728,8.283251
200,72,20.72,47.536,8.128,120.192,3.68,8.228755
200,72,20.72,47.2,8.192,120.56,3.744,8.17706
200,71,20.72,47.616,8.192,120.608,3.792,8.128388
201,67,20.736,48.272,8.144,120.56,3.664,8.081872
201,64,20.816,47.984,8.448,120.896,3.824,8.038552
202,64,20.864,48.672,8.192,120.592,3.776,7.996959
224,76,20.96,70.624,8.416,120.992,3.744,7.958043
229,76,20.976,74.608,8.432,121.376,3.792,7.920545
229,76,20.976,75.472,8.512,121.264,3.728,7.885784
227,76,21.024,73.248,8.496,121.008,3.856,7.852467
230,76,21.008,75.824,8.272,121.52,3.824,7.820921
230,76,21.04,75.648,8.672,121.36,3.856,7.790913
228,76,21.04,73.2,8.592,121.6,3.696,7.762867
231,76,20.992,76.48,8.64,121.44,3.728,7.735897
234,76,20.992,78.912,8.656,121.936,3.712,7.710651
230,76,21.088,75.808,8.4,121.536,3.84,7.686674
230,76,21.056,74.72,8.32,122.096,3.84,7.663806
227,76,21.024,72.368,8.704,121.904,3.808,7.642461
227,76,21.152,72.56,8.336,121.408,3.712,7.621942
230,76,21.088,75.344,8.544,121.712,3.792,7.602844
229,76,21.12,73.872,8.48,121.872,3.824,7.584588
225,76,21.056,69.92,8.656,121.712,3.84,7.567139
224,78,21.072,69.04,8.688,121.824,3.792,7.550823
223,84,21.04,67.616,8.88,121.824,3.792,7.588061
219,85,20.944,65.872,8.224,120.496,3.84,8.229441
215,85,20.688,64.544,7.952,118.464,3.712,8.895043
211,85,20.48,63.248,7.568,116.816,3.584,9.521794
208,85,20.24,63.28,6.832,114.88,3.504,10.11318
207,85,20.144,63.952,6.592,113.568,3.504,10.67682
205,85,20,64.32,6.352,111.952,3.36,11.21334
204,85,19.776,64.208,6.256,110.384,3.472,11.71803
203,85,19.584,64.016,5.68,110.608,3.392,12.19589
201,85,19.488,64.336,5.728,108.752,3.36,12.64836
200,85,19.312,64.544,5.648,107.728,3.248,13.07832
196,85,19.152,61.568,5.392,107.024,3.2,13.48246
194,85,19.088,60.304,5.12,106.288,3.216,13.86656
190,85,19.024,58.656,4.928,104.688,3.152,14.23156
187,85,18.8,57.92,4.64,103.488,3.056,14.5731
185,85,18.704,57.312,4.752,101.664,3.104,14.90042
183,85,18.576,56.464,4.656,100.672,2.928,15.21055
179,85,18.592,53.376,4.672,100.24,2.944,15.50179
181,85,18.496,56.144,4.496,99.248,2.896,15.77835
181,85,18.416,57.904,4.448,97.776,2.928,16.03975
177,85,18.288,55.088,4.32,97.136,2.88,16.28882
175,85,18.176,54.16,4.176,96.064,2.8,16.52297
176,85,18.08,55.584,4.24,95.456,2.752,16.74768
175,85,18.048,55.104,4.144,95.488,2.864,16.95625
172,85,17.984,53.344,4.224,94.08,2.768,17.15716
172,85,17.904,53.872,3.968,93.536,2.736,17.34466
170,85,17.84,52.656,3.92,93.264,2.736,17.52341
168,85,17.792,51.472,3.712,92.416,2.752,17.69275
166,85,17.792,50.16,3.856,91.904,2.704,17.85498
165,85,17.648,49.952,3.856,91.232,2.704,18.0066
166,85,17.664,52.032,3.792,90.368,2.704,18.15043
166,85,17.488,52.208,3.776,90.336,2.672,18.28593
165,85,17.44,50.912,3.728,90.24,2.736,18.41544
161,85,17.424,47.904,3.712,89.824,2.752,18.53719
161,85,17.44,48.288,3.728,89.024,2.688,18.65321
159,85,17.28,47.568,3.696,88.32,2.608,18.76148
156,85,17.12,45.552,3.664,87.888,2.576,18.86549
156,85,17.04,45.44,3.648,87.456,2.576,18.96298
156,85,17.088,46.224,3.568,87.44,2.544,19.05657
156,85,17.008,46.176,3.616,87.296,2.528,19.14481
153,85,16.672,43.616,3.632,87.008,2.56,19.22766
153,85,16.864,43.44,3.568,87.184,2.56,19.30627
157,85,16.56,47.712,3.552,86.72,2.56,19.38136
155,85,16.608,45.888,3.568,86.512,2.544,19.45206
156,85,16.672,46.864,3.536,86.4,2.56,19.51887
153,85,16.384,44.352,3.52,86.432,2.576,19.58233
153,85,16.048,44.88,3.6,86.08,2.56,19.64198
152,85,15.872,44.512,3.552,86.208,2.528,19.69919
151,85,15.84,44.08,3.488,85.872,2.528,19.75256
155,85,15.648,47.28,3.52,86.064,2.544,19.80332
153,85,15.376,46.56,3.472,85.68,2.544,19.85191
154,85,15.408,47.392,3.488,85.648,2.56,19.89762
153,85,15.424,45.872,3.472,85.76,2.528,19.94073
154,85,15.936,45.488,3.504,86.592,2.528,19.47669
158,85,17.072,47.936,3.568,87.264,2.576,18.95275
161,85,17.44,48.864,3.696,89.072,2.608,18.45616
162,85,17.68,48.128,3.712,90.112,2.736,17.98465
164,85,17.824,48.768,3.952,90.928,2.72,17.53859
168,85,17.888,51.632,4.08,92.416,2.656,17.11588
173,85,18.096,55.072,4.08,93.936,2.752,16.71529
174,85,18.224,53.888,4.144,95.76,2.88,16.33771
178,85,18.32,56.16,4.448,97.024,2.912,15.97758
181,85,18.48,56.896,4.384,98.608,2.816,15.63818
166,72,18.432,40.64,4.752,99.68,2.96,15.31825
166,72,18.544,39.728,4.432,100.816,2.912,15.01497
168,72,18.624,40.992,4.832,101.2,3.008,14.72314
171,72,18.672,42.896,4.832,102.56,2.992,14.45259
171,72,18.8,41.28,4.992,103.248,3.008,14.19261
173,72,18.88,42.4,4.976,104.432,3.136,13.9498
175,72,18.944,42.448,5.248,105.296,3.088,13.71836
175,72,19.088,42.048,5.44,105.68,3.12,13.49805
177,72,19.072,42.72,5.312,106.784,3.168,13.28967
177,72,19.168,42.32,5.44,106.992,3.184,13.09275
177,72,19.152,42.544,5.6,106.64,3.168,12.90748
178,72,19.248,43.248,5.76,107.296,3.264,12.73059
179,72,19.328,43.552,5.6,107.904,3.232,12.56374
180,72,19.312,43.392,5.84,108.512,3.136,12.4063
180,72,19.424,43.968,5.728,108.288,3.216,12.25601
182,72,19.52,45.552,6.032,108.448,3.232,12.11512
182,72,19.504,45.168,5.936,108.64,3.216,11.98073
181,72,19.504,43.296,6.176,109.2,3.296,11.85417
179,72,19.536,42.048,5.92,109.088,3.2,11.73313
181,72,19.568,43.216,6.304,109.2,3.264,11.61978
182,72,19.664,42.96,6.144,110.096,3.296,11.51225
183,72,19.664,43.952,6.24,110.416,3.2,11.4093
182,72,19.68,43.568,6.368,109.984,3.296,11.31223
184,72,19.744,44.512,6.272,110.736,3.232,11.22153
184,72,19.744,43.76,6.496,111.12,3.248,11.13489
184,72,19.776,44.048,6.448,110.976,3.312,11.05244
184,72,19.824,44.464,6.352,110.928,3.328,10.97419
186,72,19.84,44.72,6.736,111.728,3.232,10.90101
187,72,19.808,45.856,6.544,112.016,3.232,10.83182
190,72,19.888,48,6.704,112.08,3.408,10.76583
189,72,19.92,47.28,6.64,112.24,3.344,10.70333
190,72,19.936,48.656,6.64,112.32,3.344,10.64399
191,72,20.032,48.64,6.944,112.384,3.424,10.58776
192,72,19.984,49.6,6.8,112.608,3.36,10.53483
192,72,20.032,49.472,6.672,112.864,3.344,10.48474
194,72,20,51.6,6.704,112.352,3.376,10.43736
191,72,20.016,47.76,7.088,113.184,3.424,10.39251
191,70,20.064,48.032,6.704,113.216,3.44,10.34973
192,65,20.032,49.712,6.832,112.944,3.264,10.30941
191,64,20.128,47.712,6.912,113.424,3.424,10.27118
214,76,20.256,70.128,6.816,113.568,3.392,10.23486
213,78,20.192,70.592,6.88,112.88,3.408,10.20063
212,84,20.272,67.888,7.472,113.936,3.312,10.16825
215,85,20.192,71.28,6.944,113.824,3.376,10.1376
213,85,20.208,69.28,6.816,114.192,3.408,10.10837
211,85,20.304,67.36,6.8,113.344,3.392,10.08095
212,85,20.352,67.408,6.976,114.208,3.36,10.05479
212,85,20.192,68.416,6.912,113.392,3.328,10.4054
210,85,20.112,67.92,6.832,112.032,3.36,10.80626
209,85,19.984,67.344,6.816,111.616,3.264,11.18238
204,85,19.808,65.744,6.192,109.52,3.344,11.53958
203,85,19.712,64.688,6.224,109.28,3.184,11.88026
203,85,19.664,66.512,6.112,108.032,3.312,12.20505
201,85,19.536,65.488,5.936,107.392,3.04,12.50615
196,85,19.424,61.76,5.776,106.672,3.04,12.79293
194,85,19.36,60.656,5.584,105.92,3.008,13.06721
192,85,19.28,59.664,5.2,105.52,3.024,13.32498
189,85,19.12,57.216,5.28,105.072,3.008,13.56884
190,85,19.056,58.48,5.104,104.384,3.04,13.79957
185,85,19.072,55.024,5.04,103.488,2.992,14.01963
186,85,18.976,56.624,4.896,102.528,3.056,14.22609
184,85,18.848,55.376,5.184,101.84,2.864,14.42234
186,85,18.864,57.984,4.944,101.44,2.88,14.60932
184,85,18.832,58,4.784,100.368,2.816,14.78585
185,85,18.688,58.848,4.96,99.872,2.896,14.95177
184,85,18.624,59.344,4.704,98.736,2.864,15.1102
182,85,18.544,57.552,4.624,98.896,2.88,15.2591
182,85,18.544,58.032,4.576,98.784,2.848,15.40188
180,85,18.448,56.592,4.512,98.208,2.784,15.53463
180,85,18.448,56.592,4.512,98.208,2.784,15.5572
180,85,18.512,56.656,4.624,98.176,2.736,15.5676
180,85,18.512,56.656,4.624,98.176,2.736,15.57828
180,85,18.512,56.656,4.624,98.176,2.736,15.59009
181,85,18.512,58.48,4.416,97.488,2.784,15.59917
181,85,18.512,58.48,4.416,97.488,2.784,15.60995
179,85,18.464,56.88,4.496,97.248,2.832,15.62033
179,85,18.464,56.88,4.496,97.248,2.832,15.63158
179,85,18.464,56.88,4.496,97.248,2.832,15.64119
179,85,18.448,55.44,4.4,98,2.8,15.65108
